Date,pH,Temperature (°C),D.O. (mg/L),Turbidity (NTU),TSS (g/L),NO3-N (mg/L),NH4-N (mg/L),ORP (MV),Conductivity (mS/cm)
44111.34375,7.38798,18.7245,5.93341,48.3944,0.415629,59.489,16.3992,138.617,1.15954
44111.35417,7.39808,18.8919,6.16791,48.3617,0.436064,58.8363,16.579,141.565,1.15887
44111.36458,7.41273,19.0829,6.43059,48.592,0.414529,58.2452,16.7055,144.577,1.15838
44111.375,7.43296,19.358,6.72316,48.8644,0.409356,57.8644,16.8482,148.614,1.15779
44111.38542,7.46429,19.824,7.14691,49.0572,0.405945,58.4091,16.6873,155.023,1.15666
44111.39583,7.46955,20.1128,7.37098,49.0936,0.414388,57.9282,16.8602,158.099,1.15589
44111.40625,7.49997,20.3633,7.57081,49.055,0.404163,55.0471,17.6573,160.726,1.15516
44111.41667,7.52242,20.5768,7.73221,49.5289,0.401447,58.6289,16.6495,161.944,1.15441
44111.42708,7.55361,20.9784,8.05989,49.9141,0.400339,58.5673,16.5613,165.789,1.15343
44111.4375,7.58821,21.3365,8.31151,49.7442,0.404127,58.2444,16.7022,168.929,1.15246
44111.44792,7.61605,21.6243,8.48627,50.3472,0.410728,58.2039,16.6153,170.147,1.15168
44111.45833,7.61798,21.788,8.49704,50.0576,0.410395,58.0249,16.7174,169.891,1.15076
44111.46875,7.63341,22.0094,8.58714,50.2508,0.402467,58.4115,16.6207,170.275,1.15001
44111.47917,7.66451,22.3156,8.75913,50.8072,0.38924,58.7038,16.4493,170.916,1.14918
44111.48958,7.68302,22.6453,8.92357,52.2057,0.394542,57.2884,16.8545,170.724,1.14725
44111.5,7.63796,23.0579,9.13524,52.8449,0.384645,58.2825,16.4675,170.916,1.1449
44111.51042,7.61912,23.4111,9.20401,52.4307,0.389599,55.5088,17.0784,171.685,1.1439
44111.52083,7.62947,23.8582,9.31652,52.6869,0.384609,56.5576,16.7551,169.186,1.14317
44111.53125,7.63761,24.2686,9.37176,52.924,0.385242,55.6766,17.0419,165.276,1.14144
44111.54167,7.63595,24.5197,9.32151,53.0183,0.390909,56.8387,16.6399,159.893,1.14111
44111.55208,7.64072,24.92,9.47608,53.0101,0.400352,57.6417,16.4315,157.971,1.14042
44111.5625,7.63435,25.2713,9.45907,53.4387,0.389612,57.32,16.4434,155.215,1.13945
44111.57292,7.65394,25.5542,9.37382,53.333,0.380362,56.5606,16.6961,152.011,1.13823
44111.58333,7.65346,25.771,9.4479,53.4747,0.385182,59.1141,15.9646,148.422,1.13738
44111.59375,7.64967,25.9679,9.28205,53.6495,0.384584,57.9778,16.284,145.41,1.13741
44111.60417,7.63476,26.1316,9.07326,53.9484,0.383859,58.0767,16.2567,144.833,1.13684
44111.61458,7.63009,26.2238,8.90896,53.6414,0.38179,58.0036,16.2575,143.039,1.13669
44111.625,7.61886,26.2444,8.65885,53.7306,0.383838,58.2095,16.1635,141.629,1.13665
44111.63542,7.60764,26.2546,8.37974,53.6913,0.387435,58.6765,16.1187,140.347,1.13679
44111.64583,7.59991,26.2048,8.12153,53.7846,0.394629,58.7058,16.0581,140.091,1.13736
44111.65625,7.57209,26.12,7.88369,54.0312,0.391285,58.6496,16.0109,138.681,1.13772
44111.66667,7.55338,25.9446,7.56514,53.6513,0.387713,60.6113,15.536,138.937,1.13864
44111.67708,7.5157,25.704,7.24197,53.4465,0.383285,60.1752,15.6251,143.295,1.13961
44111.6875,7.48248,25.4453,6.85646,53.5231,0.384714,58.6383,15.9206,148.806,1.14
44111.69792,7.44808,25.1873,6.49617,53.267,0.387626,59.2009,15.7034,154.125,1.14038
44111.70833,7.417,24.93,6.13031,52.4293,0.398376,59.1701,15.6471,158.676,1.14076
44111.71875,7.38362,24.6591,5.76357,52.5013,0.398195,60.4618,15.2784,162.649,1.14093
44111.72917,7.35246,24.3661,5.40477,52.1331,0.401689,60.4891,15.1998,165.725,1.14126
44111.73958,7.32462,24.0768,5.08496,51.9547,0.40824,60.3804,15.1911,168.16,1.14169
44111.75,7.30237,23.7869,4.80481,51.7692,0.40978,59.9489,15.2189,169.955,1.14189
44111.76042,7.27214,23.5248,4.55104,51.3245,0.414252,60.2182,15.0444,171.044,1.14196
44111.77083,7.2509,23.2705,4.35768,51.0276,0.419696,58.9787,15.294,172.134,1.14205
44111.78125,7.22848,23.0282,4.19313,50.823,0.416543,59.134,15.1914,173.287,1.14201
44111.79167,7.2094,22.8118,4.05185,50.7766,0.424834,59.6589,15.0431,172.134,1.14224
44111.80208,7.1937,22.5761,3.93565,50.1556,0.426256,61.3688,14.5301,170.275,1.14236
44111.8125,7.1723,22.3564,3.84095,49.8205,0.432512,61.1202,14.5338,169.698,1.14244
44111.82292,7.16448,22.1512,3.77113,49.456,0.430271,60.292,14.7163,170.275,1.14251
44111.83333,7.14756,21.9449,3.71977,49.1802,0.437644,60.2432,14.7141,170.275,1.1425
44111.84375,7.13516,21.76,3.6918,48.6773,0.433546,60.0784,14.6661,170.531,1.1426
44111.85417,7.12501,21.5837,3.67294,48.9303,0.433494,59.0219,14.8747,170.788,1.14261
44111.86458,7.1137,21.4202,3.67103,48.1766,0.439015,59.3778,14.746,168.545,1.1425
44111.875,7.10239,21.2444,3.68188,48.0168,0.451922,58.7914,14.8804,168.288,1.14248
44111.88542,7.09106,21.0786,3.70115,47.8941,0.449343,59.2867,14.678,167.583,1.14253
44111.89583,7.07971,20.9269,3.71505,47.478,0.451345,59.21,14.7367,166.943,1.14242
44111.90625,7.07177,20.7698,3.7323,47.3788,0.469881,58.8276,14.7881,165.533,1.14242
44111.91667,7.06497,20.6143,3.75032,47.2667,0.446911,58.1418,14.9122,164.828,1.14253
44111.92708,7.05929,20.4673,3.78259,46.9639,0.457588,58.526,14.7744,164.187,1.14237
44111.9375,7.05361,20.3218,3.80667,46.9994,0.457565,58.6136,14.7187,163.931,1.14231
44111.94792,7.04793,20.1681,3.83065,46.762,0.456836,58.8395,14.658,163.546,1.1425
44111.95833,7.03881,20.0284,3.85103,46.3294,0.451592,58.64,14.671,163.097,1.14254
44111.96875,7.03768,19.893,3.87422,46.509,0.460934,61.0788,14.0586,162.713,1.14245
44111.97917,7.03198,19.777,3.91183,45.9822,0.47822,61.0999,14.0231,162.585,1.14239
44111.98958,7.02627,19.6694,3.94361,45.9057,0.458107,60.6656,14.131,162.2,1.14226
44112,7.02284,19.5702,3.97556,45.7327,0.456544,59.7832,14.2342,161.688,1.14215
44112.01042,7.02056,19.4778,3.98487,45.4613,0.455368,59.3995,14.2988,161.047,1.14208
44112.02083,7.01599,19.3951,3.99408,45.3289,0.487074,58.7276,14.438,160.342,1.1419
44112.03125,7.00797,19.314,4.01217,44.9392,0.459082,59.1339,14.3202,159.957,1.14162
44112.04167,7.00797,19.2286,4.04012,44.8646,0.473522,58.6205,14.4591,159.701,1.14149
44112.05208,7.00454,19.1461,4.08305,44.9319,0.468548,59.4832,14.1925,159.381,1.14128
44112.0625,7.00454,19.0623,4.13654,44.5669,0.467192,59.728,14.1179,159.124,1.14107
44112.07292,7.00224,18.9716,4.17912,44.5213,0.467304,58.4303,14.4362,159.06,1.141
44112.08333,6.99651,18.8741,4.20754,44.354,0.465627,58.0393,14.4263,159.124,1.14069
44112.09375,6.99651,18.7684,4.23517,44.257,0.463403,57.9286,14.467,159.316,1.14061
44112.10417,6.99536,18.6669,4.26122,43.9911,0.47496,58.1308,14.3886,159.252,1.14046
44112.11458,6.99421,18.5668,4.29027,43.9745,0.466294,57.7363,14.5004,158.868,1.14055
44112.125,6.99535,18.4599,4.30955,44.1409,0.472796,58.2186,14.3516,158.804,1.14024
44112.13542,6.98961,18.3531,4.3345,43.9105,0.471256,57.6549,14.5026,158.483,1.14005
44112.14583,6.9873,18.245,4.35474,43.8878,0.46847,57.2418,14.5371,158.355,1.1401
44112.15625,6.985,18.156,4.35446,43.8326,0.470031,57.1684,14.532,158.227,1.13986
44112.16667,6.98269,18.0644,4.36038,43.4402,0.472208,57.2424,14.4499,157.65,1.13974
44112.17708,6.97923,17.9769,4.35816,43.4054,0.473626,57.1779,14.4437,157.266,1.1396
44112.1875,6.97808,17.8935,4.35714,43.4176,0.469909,56.8248,14.5844,156.753,1.13942
44112.19792,6.97692,17.7952,4.36584,42.9687,0.470289,57.1762,14.4344,156.112,1.13923
44112.20833,6.97345,17.716,4.37285,43.1934,0.48747,57.5804,14.3153,155.792,1.13921
44112.21875,6.97345,17.6327,4.3887,42.9189,0.47082,56.781,14.4914,155.343,1.139
44112.22917,6.97574,17.5467,4.43257,42.6254,0.468245,56.4238,14.6339,155.343,1.13876
44112.23958,6.97343,17.4867,4.48409,42.8028,0.472881,57.0142,14.3994,156.24,1.13871
44112.25,6.97343,17.4431,4.57163,42.643,0.473299,56.4634,14.5701,157.907,1.13844
44112.26042,6.97458,17.4158,4.69848,42.3957,0.478527,56.6921,14.4649,159.893,1.13813
44112.27083,6.96651,17.4158,4.87434,42.664,0.477654,56.9866,14.3547,162.136,1.13773
44112.28125,6.97689,17.4485,5.08564,42.4045,0.470166,56.6245,14.4058,164.507,1.13729
44112.29167,6.98151,17.5044,5.27823,42.2569,0.481135,56.7613,14.3455,166.686,1.13697
44112.30208,6.98497,17.6204,5.53407,42.283,0.473043,56.3001,14.3681,169.634,1.13617
44112.3125,6.99534,17.7911,5.82809,42.4063,0.482136,61.8064,13.0454,172.903,1.13568
44112.32292,7.0034,17.9851,6.09258,42.3298,0.475308,60.4075,13.3438,176.043,1.13501
44112.33333,7.00915,18.2203,6.35768,42.4373,0.473995,56.2867,14.2794,180.016,1.1342
44112.34375,7.01719,18.438,6.55693,42.4094,0.48085,61.7445,12.9812,183.797,1.13354
44112.35417,7.01602,18.7135,6.75976,42.7477,0.471587,59.3003,13.4948,188.411,1.13277
44112.36458,7.01486,19.0197,6.95412,42.8589,0.472695,55.0042,14.4505,193.282,1.13204
44112.375,7.01599,19.369,7.15197,42.6573,0.476032,58.6545,13.5382,198.537,1.13095
44112.38542,7.01825,19.7466,7.34336,42.7133,0.47486,54.7221,14.4693,204.112,1.13012
44112.39583,7.01823,20.1792,7.54328,42.7517,0.472553,57.9493,13.6617,207.893,1.12911
44112.40625,7.0239,20.6671,7.7711,42.9403,0.475385,57.216,13.8026,210.393,1.12782
44112.41667,7.02841,21.1859,8.00127,43.4354,0.482538,54.0014,14.6157,211.61,1.12661
44112.42708,7.02609,21.7278,8.25269,43.5795,0.474503,58.0106,13.5983,214.75,1.12522
44112.4375,7.03285,22.1849,8.44772,43.454,0.483208,54.6467,14.383,213.789,1.12389
44112.44792,7.04526,22.6777,8.58341,48.2873,0.45459,54.9307,14.2793,210.072,1.12264
44112.45833,7.05421,23.2748,8.84755,49.3117,0.413624,56.4776,13.777,210.457,1.1212
44112.46875,7.08346,23.7612,9.01055,48.8813,0.426659,55.3527,14.0562,210.328,1.11994
44112.47917,7.08673,24.174,9.12088,49.1269,0.427174,55.7439,13.8344,209.175,1.11865
44112.48958,7.10801,24.5297,9.25892,49.1941,0.422449,60.4192,12.6858,207.252,1.11723
44112.5,7.12811,24.9026,9.35984,49.3614,0.426299,59.9796,12.7259,205.394,1.11614
44112.51042,7.13136,25.1815,9.39813,49.1605,0.436242,59.3125,12.7907,203.023,1.11532
44112.52083,7.12561,25.4932,9.44984,49.4314,0.436065,59.1774,12.7187,201.1,1.1143
44112.53125,7.13444,25.8264,9.44467,49.1531,0.433876,55.7774,13.488,200.716,1.11334
44112.54167,7.14772,26.1711,9.39226,49.5917,0.438006,56.0146,13.405,198.473,1.11198
44112.55208,7.15987,26.4807,9.26456,49.57,0.434244,58.0283,12.8422,196.101,1.11119
44112.5625,7.1653,26.7706,9.16567,49.7542,0.435464,57.7114,12.9106,195.461,1.1105
44112.57292,7.14397,26.9788,9.11621,49.6489,0.436,57.9182,12.8008,193.218,1.11021
44112.58333,7.14055,27.1357,8.95495,49.2978,0.438293,57.5745,12.8408,190.846,1.10944
44112.59375,7.13157,27.2662,8.79154,49.7494,0.436547,58.1688,12.735,190.206,1.10881
44112.60417,7.13155,27.2914,8.5686,49.6844,0.440148,57.9522,12.7224,188.988,1.10899
44112.61458,7.10701,27.3152,8.36864,49.5142,0.438383,58.1522,12.649,187.001,1.10873
44112.625,7.10256,27.2929,8.16746,49.2251,0.438502,58.2454,12.6516,186.681,1.10886
44112.63542,7.08362,27.2039,7.935,49.4695,0.443497,58.3248,12.5527,182.964,1.1088
44112.64583,7.05687,27.0928,7.64886,49.1584,0.448992,58.9343,12.3998,179.824,1.10907
44112.65625,7.06359,26.9862,7.42668,48.912,0.441699,60.7694,11.9733,179.503,1.1092
44112.66667,7.04128,26.8001,7.0345,48.9922,0.44825,61.0698,11.9132,177.517,1.10982
44112.67708,7.00778,26.5982,6.63995,48.7615,0.448866,60.5692,12.0354,174.761,1.1104
44112.6875,6.98988,26.4057,6.28962,48.6255,0.441933,62.0805,11.7419,171.813,1.11068
44112.69792,6.96749,26.2268,5.98393,48.6223,0.448226,61.0094,11.9748,170.724,1.11104
44112.70833,6.95067,26.0307,5.66742,48.1005,0.446764,60.3782,12.1327,168.224,1.11139
44112.71875,6.93047,25.8249,5.3297,47.7048,0.454353,59.5631,12.2141,165.276,1.11182
44112.72917,6.90237,25.5862,4.92066,47.4728,0.457523,60.6457,12.0126,160.919,1.11214
44112.73958,6.88657,25.3379,4.5343,47.4049,0.452148,58.3799,12.4223,157.394,1.11273
44112.75,6.88311,25.0918,4.19149,46.8617,0.463428,57.9345,12.4974,153.677,1.11303
44112.76042,6.87515,24.8637,3.88668,46.3361,0.465272,57.5282,12.6032,150.665,1.11357
44112.77083,6.86492,24.6304,3.63413,45.9531,0.469817,58.2872,12.3945,147.845,1.11415
44112.78125,6.85243,24.3933,3.43613,45.6211,0.467465,62.2618,11.6252,145.346,1.11446
44112.79167,6.84331,24.1898,3.28844,45.2994,0.48105,61.4339,11.7417,143.359,1.11464
44112.80208,6.8308,23.9795,3.18179,44.7577,0.476107,60.5886,11.8921,141.821,1.11498
44112.8125,6.81488,23.7797,3.09576,44.3957,0.479633,60.8565,11.8947,139.834,1.11537
44112.82292,6.80912,23.5902,3.02629,43.9509,0.482291,59.4633,12.159,138.617,1.11565
44112.83333,6.80222,23.3997,2.97327,43.4668,0.484331,59.7503,12.0947,137.399,1.1159
44112.84375,6.79305,23.2124,2.93432,43.3219,0.485513,59.7398,12.0571,136.374,1.11618
44112.85417,6.78726,23.0226,2.90739,43.0043,0.494704,57.6339,12.484,135.733,1.11649
44112.86458,6.77921,22.8542,2.90128,42.7693,0.499273,57.2228,12.5621,135.413,1.11668
44112.875,6.77117,22.6961,2.90044,42.2846,0.495228,57.4302,12.5489,134.644,1.11689
44112.88542,6.76312,22.5479,2.90753,41.8657,0.498305,58.101,12.3735,134.067,1.11712
44112.89583,6.75733,22.4001,2.92501,41.5519,0.50186,61.7055,11.6598,133.682,1.11743
44112.90625,6.75155,22.2636,2.95398,41.36,0.500771,59.2005,12.1503,133.939,1.11736
44112.91667,6.74576,22.1217,2.97571,41.2048,0.503901,58.55,12.3177,133.49,1.11759
44112.92708,6.74224,21.9982,2.99302,40.7571,0.503396,57.7955,12.4124,133.682,1.11783
44112.9375,6.73305,21.8734,3.00973,40.4531,0.505762,58.8332,12.2317,133.17,1.11784
44112.94792,6.73066,21.7446,3.02796,40.296,0.508737,58.5226,12.3024,132.977,1.11802
44112.95833,6.72486,21.6172,3.04469,40.1107,0.515095,57.1747,12.5591,132.272,1.1181
44112.96875,6.72473,21.4817,3.05756,39.6746,0.514892,56.8459,12.632,132.016,1.11826
44112.97917,6.72574,21.3435,3.07225,39.6908,0.516411,57.538,12.483,132.144,1.11845
44112.98958,6.72221,21.2166,3.08399,39.3605,0.517921,60.8711,11.8505,131.76,1.11848
44113,6.71982,21.0995,3.105,39.1094,0.523059,63.4351,11.3551,131.632,1.11869
44113.01042,6.71857,20.9825,3.12553,38.991,0.523689,59.8082,12.0684,131.696,1.11873
44113.02083,6.71732,20.8671,3.14579,38.4134,0.523171,61.7029,11.676,131.183,1.11878
44113.03125,6.71493,20.7545,3.16481,38.1375,0.524916,59.5391,12.0719,131.632,1.11896
44113.04167,6.71139,20.6337,3.18206,37.9777,0.525587,58.48,12.2603,131.567,1.11907
44113.05208,6.70784,20.5075,3.2022,37.8436,0.526936,58.7757,12.2033,131.696,1.11908
44113.0625,6.70659,20.3979,3.2231,37.8922,0.532138,58.9553,12.177,131.952,1.1193
44113.07292,6.70992,20.2954,3.2399,37.5394,0.530029,57.9493,12.3934,131.888,1.11927
44113.08333,6.70298,20.2082,3.25741,37.3436,0.53086,57.5852,12.4507,131.439,1.11924
44113.09375,6.70404,20.1321,3.27432,37.1797,0.532857,57.9958,12.3473,131.439,1.11933
44113.10417,6.70282,20.0505,3.29788,36.9357,0.531245,58.6949,12.2192,131.952,1.11929
44113.11458,6.69931,19.9717,3.32487,36.8651,0.537897,58.1954,12.3667,132.016,1.1194
44113.125,6.70037,19.8958,3.37083,36.9683,0.537056,61.2442,11.7464,131.952,1.11906
44113.13542,6.69685,19.8074,3.41807,36.8348,0.53739,57.9449,12.3834,132.08,1.11922
44113.14583,6.69675,19.7094,3.46709,36.5884,0.539393,62.031,11.5613,132.08,1.11914
44113.15625,6.69779,19.6074,3.51412,36.3602,0.542465,60.8129,11.7969,132.529,1.11912
44113.16667,6.6931,19.4957,3.56151,36.53,0.540977,57.9259,12.3807,132.336,1.1192
44113.17708,6.68954,19.3787,3.60272,36.1212,0.542992,61.1703,11.7406,132.336,1.11914
44113.1875,6.68942,19.2699,3.63015,36.238,0.544996,58.4172,12.2595,132.529,1.11913
44113.19792,6.69275,19.1668,3.65776,36.106,0.541131,58.166,12.3202,132.465,1.1192
44113.20833,6.69493,19.0609,3.70292,35.9992,0.543881,58.2031,12.3201,132.08,1.11915
44113.21875,6.69483,18.9661,3.74454,36.0282,0.541056,58.2671,12.2856,132.593,1.11905
44113.22917,6.69014,18.87,3.7832,35.9018,0.538806,58.3327,12.1578,132.593,1.11906
44113.23958,6.69235,18.789,3.8373,35.8629,0.541081,57.2314,12.5027,133.426,1.11891
44113.25,6.69572,18.7163,3.90237,35.7106,0.541244,57.2023,12.4643,135.156,1.11884
44113.26042,6.68991,18.6504,3.98776,35.6227,0.55617,57.1884,12.4842,136.63,1.1186
44113.27083,6.69215,18.5942,4.07887,35.5328,0.543236,57.1986,12.434,138.36,1.11845
44113.28125,6.68636,18.5545,4.17435,35.67,0.544142,57.5504,12.3157,140.603,1.11827
44113.29167,6.68864,18.538,4.29462,35.5015,0.546304,57.0643,12.4152,142.27,1.11805
44113.30208,6.68293,18.5668,4.4486,35.5153,0.543478,57.2789,12.4069,144,1.11786
44113.3125,6.68532,18.6532,4.65567,35.5645,0.545363,57.3372,12.3046,145.987,1.11729
44113.32292,6.69007,18.8027,4.93885,35.2939,0.547832,57.4069,12.2884,149.832,1.11683
44113.33333,6.68913,18.9977,5.19225,35.4712,0.547267,57.434,12.2523,151.947,1.11636
44113.34375,6.69282,19.2383,5.45278,35.6397,0.543386,57.4282,12.2688,156.561,1.1157
44113.35417,6.6977,19.5164,5.72225,35.8731,0.547087,56.3394,12.3946,160.534,1.11504
44113.36458,6.69228,19.8088,5.98169,36.0372,0.53961,56.6064,12.2627,165.02,1.11443
44113.375,6.69605,20.139,6.2455,36.0279,0.544811,55.9352,12.3748,169.442,1.11345
44113.38542,6.6976,20.5325,6.4893,36.146,0.546596,59.7295,11.5821,173.287,1.11275
44113.39583,6.71172,20.9631,6.70278,36.4899,0.541535,57.7802,11.9878,176.748,1.11172
44113.40625,6.81346,21.5194,6.72366,38.8806,0.440258,55.4825,13.1802,28.8385,1.10177
44113.41667,6.80811,22.0319,6.60775,39.4748,0.447858,55.5523,13.2483,119.84,1.10091
44113.42708,6.87305,22.5804,6.80734,36.0153,0.373007,53.3376,13.7315,137.271,1.0992
44113.4375,6.89025,23.1401,7.14861,36.0952,0.373255,53.786,13.6356,148.294,1.09794
44113.44792,6.90175,23.7198,7.50701,36.4904,0.375425,53.8639,13.5575,156.561,1.09679
44113.45833,6.90195,24.2958,7.84284,36.5311,0.378963,54.4809,13.3216,164.059,1.09544
44113.46875,6.91562,24.8493,8.10584,36.3012,0.379643,54.7848,13.1245,170.211,1.09409
44113.47917,6.93934,25.3959,8.29373,36.6098,0.382613,54.6507,13.0346,175.402,1.09295
44113.48958,6.97194,25.9139,8.47839,36.5266,0.3854,54.7328,12.9573,180.465,1.09151
44113.5,6.94402,26.394,8.56846,37.0201,0.388112,55.6931,12.604,185.079,1.09033
44113.51042,6.96086,26.8267,8.69653,37.2046,0.390615,55.0275,12.6793,189.116,1.08903
44113.52083,6.98545,27.2573,8.79078,37.3724,0.39281,59.316,11.7032,191.231,1.08807
44113.53125,6.99438,27.571,8.86399,37.4053,0.398152,57.7453,11.956,193.858,1.08724
44113.54167,7.01553,27.8966,8.8796,37.5355,0.39952,56.647,12.1196,196.101,1.08649
44113.55208,7.0233,28.1649,8.80234,37.8271,0.396575,56.8456,12.033,198.024,1.0856
44113.5625,7.0144,28.3996,8.73153,38.012,0.400934,55.9921,12.1301,199.242,1.08476
44113.57292,7.02438,28.6078,8.50047,37.8478,0.400482,55.3638,12.205,199.947,1.08406
44113.58333,7.0277,28.7576,8.4885,38.0802,0.402643,58.8237,11.4867,200.075,1.08345
44113.59375,7.00328,28.8758,8.35131,37.8432,0.408058,56.6746,11.8775,200.203,1.08312
44113.60417,7.02879,28.9623,8.22084,37.7178,0.403699,56.5929,11.846,200.523,1.08273
44113.61458,6.96889,28.9077,7.84836,37.8486,0.407995,57.0346,11.7155,199.242,1.08277
44113.625,6.94559,28.8576,7.58213,37.8122,0.407134,59.3683,11.2446,198.088,1.08278
44113.63542,6.89227,28.6759,7.08934,37.5226,0.412246,56.9269,11.7592,196.422,1.08309
44113.64583,6.82445,28.5067,6.67907,37.4384,0.41665,57.2385,11.6402,193.987,1.08339
44113.65625,6.83326,28.3634,6.46311,37.0883,0.415365,59.36,11.2028,193.089,1.08322
44113.66667,6.78752,28.1184,5.89424,37.2723,0.415963,57.755,11.5621,188.732,1.08384
44113.67708,6.73281,27.8756,5.39647,36.6432,0.420808,56.0532,11.8742,184.63,1.08426
44113.6875,6.70809,27.6411,4.83509,36.4078,0.423247,58.0656,11.4546,179.375,1.08478
44113.69792,6.68898,27.4698,4.68813,36.3304,0.424496,57.2266,11.593,177.965,1.0848
44113.70833,6.66644,27.2528,4.38233,35.8819,0.431673,58.5964,11.3166,175.594,1.0852
44113.71875,6.64722,27.0321,4.0616,35.6336,0.427958,58.4986,11.266,172.069,1.08535
44113.72917,6.63356,26.8119,3.79787,35.3607,0.433578,58.2704,11.3574,169.122,1.08579
44113.73958,6.6143,26.6012,3.54786,34.7906,0.439021,55.6247,11.8499,165.597,1.08611
44113.75,6.59834,26.3734,3.30273,34.234,0.441396,57.6507,11.4272,162.393,1.08651
44113.76042,6.58014,26.1565,3.08444,33.9543,0.443367,57.1379,11.5163,159.509,1.08692
44113.77083,6.56641,25.9518,2.90408,33.8965,0.446659,55.9512,11.7186,156.817,1.08726
44113.78125,6.55378,25.7506,2.76723,33.6595,0.448827,58.3444,11.2934,154.574,1.08762
44113.79167,6.54004,25.5615,2.67344,33.2042,0.453869,57.5967,11.403,152.395,1.08791
44113.80208,6.53415,25.3828,2.61877,32.7271,0.45563,57.0274,11.5395,150.729,1.08821
44113.8125,6.51929,25.2133,2.58048,32.5609,0.455598,58.0741,11.3313,149.447,1.08847
44113.82292,6.51226,25.0326,2.5514,32.2477,0.463181,57.7872,11.4104,148.358,1.08879
44113.83333,6.50525,24.8738,2.52952,31.5222,0.463805,58.4303,11.3175,147.653,1.08909
44113.84375,6.49715,24.7368,2.51872,31.5582,0.465994,55.2327,11.9047,146.756,1.08922
44113.85417,6.49353,24.5915,2.51925,31.2667,0.467478,55.3187,11.9482,145.858,1.08945
44113.86458,6.48541,24.4507,2.52288,31.0196,0.469175,55.4134,11.9317,145.474,1.08962
44113.875,6.48292,24.3187,2.53487,30.619,0.473855,55.3865,11.9086,145.089,1.08975
44113.88542,6.47933,24.1941,2.55179,30.7162,0.474353,55.6643,11.9168,144.705,1.08991
44113.89583,6.47349,24.0782,2.56851,30.2877,0.477274,55.949,11.831,144.641,1.08993
44113.90625,6.47668,23.9695,2.5881,29.8783,0.478438,55.559,11.8936,144.449,1.09017
44113.91667,6.47198,23.8639,2.62051,29.8911,0.479693,57.1661,11.5995,144.256,1.09013
44113.92708,6.46954,23.7612,2.66744,29.7199,0.48209,58.0873,11.4249,144.577,1.09013
44113.9375,6.46482,23.6501,2.72468,29.6043,0.486296,58.7084,11.3155,144.769,1.09036
44113.94792,6.46122,23.5305,2.76731,29.5337,0.493993,57.536,11.5507,145.41,1.09041
44113.95833,6.46101,23.4125,2.8054,29.2603,0.485268,55.1089,12.0263,145.858,1.09045
44113.96875,6.45513,23.289,2.84544,29.1585,0.488154,58.2743,11.3885,146.435,1.09049
44113.97917,6.45378,23.167,2.8759,28.8181,0.490479,54.818,12.1028,147.076,1.09056
44113.98958,6.44562,23.0367,2.91005,28.8452,0.492412,55.5058,11.9577,147.653,1.09065
44114,6.44426,22.9179,2.93877,28.8956,0.495032,55.2283,11.9912,148.23,1.09059
44114.01042,6.44857,22.802,2.96285,28.4843,0.494899,55.2336,11.9974,148.678,1.09062
44114.02083,6.44041,22.6735,2.98659,28.4126,0.492796,55.4982,11.9102,149.063,1.09067
44114.03125,6.44015,22.5395,3.00626,28.222,0.498981,58.6704,11.3403,149.64,1.09073
44114.04167,6.43422,22.4001,3.02984,28.2389,0.495753,57.444,11.5173,150.28,1.09082
44114.05208,6.43506,22.2495,3.05758,27.9996,0.500087,54.7988,12.0695,151.626,1.09096
44114.0625,6.43023,22.095,3.08606,27.7672,0.498601,54.7215,12.0181,152.78,1.09095
44114.07292,6.42995,21.9519,3.11112,27.7175,0.501169,55.376,11.9415,153.677,1.09109
44114.08333,6.42396,21.7908,3.1333,27.6001,0.501267,54.852,12.0782,154.51,1.09123
44114.09375,6.41679,21.6131,3.15495,27.707,0.502147,55.1472,11.9503,155.407,1.09123
44114.10417,6.41644,21.4342,3.17971,27.4559,0.502142,54.8724,12.0001,156.24,1.09138
44114.11458,6.47184,21.2472,3.2047,27.2201,0.50175,57.4463,11.4928,157.009,1.09151
44114.125,6.46014,21.0717,3.23292,27.2522,0.506122,54.8677,11.9551,156.817,1.09163
44114.13542,6.46209,20.8949,3.26499,27.2086,0.504796,56.748,11.5909,156.24,1.09174
44114.14583,6.45725,20.7448,3.29511,27.0819,0.507333,56.8195,11.5442,156.689,1.09192
44114.15625,6.4536,20.6198,3.33096,27.0115,0.507061,57.1063,11.5194,157.073,1.09196
44114.16667,6.4568,20.4991,3.36309,26.9875,0.507179,54.1018,12.1552,156.369,1.0921
44114.17708,6.45546,20.391,3.41464,26.8999,0.506749,54.128,12.1215,156.753,1.09201
44114.1875,6.45294,20.2664,3.46271,26.8331,0.509392,56.1152,11.7037,156.753,1.09209
44114.19792,6.45496,20.1197,3.48347,26.6743,0.509068,54.3394,12.0763,156.304,1.0921
44114.20833,6.45125,19.9717,3.50273,26.5222,0.510098,55.2727,11.8445,153.356,1.0922
44114.21875,6.44985,19.835,3.53098,26.6882,0.510263,53.8214,12.1614,151.562,1.09215
44114.22917,6.44499,19.6846,3.57867,26.5769,0.511237,54.0302,12.051,153.164,1.09238
44114.23958,6.45045,19.5467,3.62695,26.5081,0.511605,55.119,11.8811,154.959,1.09222
44114.25,6.44222,19.4296,3.69284,26.3235,0.51263,53.442,12.1928,157.266,1.0923
44114.26042,6.4489,19.3277,3.76578,26.3592,0.517182,53.7632,12.1298,159.381,1.09227
